,Transaction_ID,Transaction_Date,Product_ID,Store_ID,Quantity,Unit_Price,Product_Name,Category,Store_Name,Country,Total Sale,Transaction,Year,Month,Day
459,460,2023-05-02,1002,6,15,35.64,Product_1002,Groceries,Store_6,USA,534.6,2023-05-02,2023,5,2
460,461,2023-03-25,1006,9,5,7.17,Product_1006,Electronics,Store_9,UK,35.85,2023-03-25,2023,3,25
461,462,2023-04-01,1000,1,4,19.61,Product_1000,Groceries,Store_1,Canada,78.44,2023-04-01,2023,4,1
462,463,2023-07-31,1009,5,4,26.24,Product_1009,Clothing,Store_5,USA,104.96,2023-07-31,2023,7,31
463,464,2023-01-13,1007,7,18,95.95,Product_1007,Electronics,Store_7,Canada,1727.1000000000001,2023-01-13,2023,1,13
464,465,2023-04-02,1009,1,4,59.44,Product_1009,Clothing,Store_1,Canada,237.76,2023-04-02,2023,4,2
465,466,2023-06-20,1009,4,17,93.61,Product_1009,Clothing,Store_4,Canada,1591.37,2023-06-20,2023,6,20
466,467,2023-07-30,1009,6,12,59.64,Product_1009,Clothing,Store_6,USA,715.6800000000001,2023-07-30,2023,7,30
467,468,2023-12-09,1001,2,17,50.54,Product_1001,Electronics,Store_2,Canada,859.18,2023-12-09,2023,12,9
468,469,2023-05-08,1002,10,10,34.8,Product_1002,Groceries,Store_10,Canada,348.0,2023-05-08,2023,5,8
469,470,2023-05-17,1008,5,1,62.61,Product_1008,Clothing,Store_5,USA,62.61,2023-05-17,2023,5,17
470,471,2023-03-23,1006,10,18,18.22,Product_1006,Electronics,Store_10,Canada,327.96,2023-03-23,2023,3,23
471,472,2023-12-26,1003,1,18,90.33,Product_1003,Groceries,Store_1,Canada,1625.94,2023-12-26,2023,12,26
472,473,2023-02-25,1009,6,14,83.79,Product_1009,Clothing,Store_6,USA,1173.0600000000002,2023-02-25,2023,2,25
473,474,2023-07-15,1004,6,15,35.17,Product_1004,Electronics,Store_6,USA,527.5500000000001,2023-07-15,2023,7,15
474,475,2023-01-20,1001,4,12,95.52,Product_1001,Electronics,Store_4,Canada,1146.24,2023-01-20,2023,1,20
475,476,2023-08-29,1007,8,4,83.39,Product_1007,Electronics,Store_8,USA,333.56,2023-08-29,2023,8,29
476,477,2023-04-24,1003,4,3,68.3,Product_1003,Groceries,Store_4,Canada,204.89999999999998,2023-04-24,2023,4,24
477,478,2023-04-13,1008,8,12,16.57,Product_1008,Clothing,Store_8,USA,198.84,2023-04-13,2023,4,13
478,479,2023-08-24,1004,8,7,50.43,Product_1004,Electronics,Store_8,USA,353.01,2023-08-24,2023,8,24
479,480,2023-06-29,1008,5,11,53.08,Product_1008,Clothing,Store_5,USA,583.88,2023-06-29,2023,6,29
480,481,2023-06-06,1003,4,1,27.09,Product_1003,Groceries,Store_4,Canada,27.09,2023-06-06,2023,6,6
481,482,2023-04-27,1009,2,6,12.6,Product_1009,Clothing,Store_2,Canada,75.6,2023-04-27,2023,4,27
482,483,2023-04-25,1004,3,15,78.79,Product_1004,Electronics,Store_3,USA,1181.8500000000001,2023-04-25,2023,4,25
483,484,2023-01-13,1008,3,15,16.59,Product_1008,Clothing,Store_3,USA,248.85,2023-01-13,2023,1,13
484,485,2023-12-04,1007,4,19,61.46,Product_1007,Electronics,Store_4,Canada,1167.74,2023-12-04,2023,12,4
485,486,2023-04-09,1002,4,11,93.96,Product_1002,Groceries,Store_4,Canada,1033.56,2023-04-09,2023,4,9
486,487,2023-07-24,1000,10,2,88.23,Product_1000,Groceries,Store_10,Canada,176.46,2023-07-24,2023,7,24
487,488,2023-06-18,1002,5,14,31.39,Product_1002,Groceries,Store_5,USA,439.46000000000004,2023-06-18,2023,6,18
488,489,2023-05-23,1003,4,2,85.89,Product_1003,Groceries,Store_4,Canada,171.78,2023-05-23,2023,5,23
489,490,2023-02-05,1001,10,4,5.03,Product_1001,Electronics,Store_10,Canada,20.12,2023-02-05,2023,2,5
490,491,2023-05-23,1000,8,17,6.68,Product_1000,Groceries,Store_8,USA,113.56,2023-05-23,2023,5,23
491,492,2023-06-29,1006,6,3,62.24,Product_1006,Electronics,Store_6,USA,186.72,2023-06-29,2023,6,29
492,493,2023-11-25,1007,6,13,39.66,Product_1007,Electronics,Store_6,USA,515.5799999999999,2023-11-25,2023,11,25
493,494,2023-09-18,1006,8,9,41.71,Product_1006,Electronics,Store_8,USA,375.39,2023-09-18,2023,9,18
494,495,2023-07-24,1004,7,7,58.62,Product_1004,Electronics,Store_7,Canada,410.34,2023-07-24,2023,7,24
495,496,2023-12-14,1000,10,15,23.22,Product_1000,Groceries,Store_10,Canada,348.29999999999995,2023-12-14,2023,12,14
496,497,2023-10-02,1006,10,11,25.12,Product_1006,Electronics,Store_10,Canada,276.32,2023-10-02,2023,10,2
497,498,2023-06-19,1006,8,2,51.04,Product_1006,Electronics,Store_8,USA,102.08,2023-06-19,2023,6,19
498,499,2023-01-15,1008,2,15,76.65,Product_1008,Clothing,Store_2,Canada,1149.75,2023-01-15,2023,1,15
499,500,2023-03-01,1002,9,14,63.85,Product_1002,Groceries,Store_9,UK,893.9,2023-03-01,2023,3,1
